restaurant_name,Review,cusine,rating,place,price
Sundae Everyday Ice Creams,371,"Beverages, Ice Cream, Desserts",3.7,whitefield,150
HRX by EatFit,13,"Healthy Food, Beverages, Mediterranean, Burger, Desserts, Wraps, Pizza, Salad",3.9,whitefield,150
Auntie Fung's,1681,"Asian, Chinese, Thai, Vietnamese, Japanese, Indonesian, Burmese, Korean",4.0,marathahalli,150
The Pallet,7035,"Finger Food, North Indian, Continental, Chinese, Italian, Beverages",3.8,whitefield,150
Budget Saapadu,662,"Biryani, South Indian, Chettinad, Tamil, Chinese, Andhra, Beverages",3.3,whitefield,150
Kathi Junction,44,"Rolls, Fast Food, North Indian, Desserts, Beverages",4.0,whitefield,150
Aditya Sweets,73,"Mithai, Street Food",4.0,whitefield,150
Kolkata Famous Kati Roll,13,Rolls,4.1,whitefield,150
Park N Eat,182,"Chinese, North Indian",3.9,kr puram,150
Fabelle Chocolates,49,"Desserts, Bakery",4.0,whitefield,150
The Spice Studio,1977,"South Indian, Momos, Rolls, Street Food, Biryani, Kebab, Hyderabadi, Beverages",4.1,whitefield,150
Baking Bad - Pizza Delivery,470,"Pizza, Italian, Fast Food, Beverages, Desserts",4.0,whitefield,150
Angaar Pizza,40,"Pizza, Sandwich, Burger, Pasta",3.6,whitefield,200
Hyderabadi  Suchi Biryani,333,Biryani,3.3,marathahalli,200
N Neerav Chinese Cuisine,485,"Chinese, Sichuan",3.8,whitefield,200
Bengali Dhekur,314,"Bengali, Biryani",4.0,whitefield,200
Soulful Sweets & Savories,384,"Mithai, Street Food",4.1,whitefield,200
Dock Frost'd,434,"Ice Cream, Desserts, Beverages, Shake",4.5,kr puram,200
Valluvan Cafe,4,"Biryani, Chinese, North Indian, Seafood, Mughlai, Fast Food, Kebab, Sichuan",3.7,whitefield,200
Drip The Cafe Bar,12,"Fast Food, Street Food, Pasta, Sandwich, Beverages, Desserts",3.9,kr puram,200
Bowl Soul,28,"Fast Food, Beverages",3.8,whitefield,200
The Sugar Free Keto Kafe - Artinci,74,"Desserts, Ice Cream, Bakery",4.3,whitefield,200
Sizzlers Pizza Inn,84,"Pizza, Fast Food",3.4,whitefield,200
Salem Kitchen,316,"Chettinad, Chinese, South Indian, Mughlai, Biryani, Sichuan",3.8,brookefield,200
Shawarma House,605,Lebanese,3.8,brookefield,150
Sanatani,678,Bengali,3.6,marathahalli,150
S.M.S.Evening Fast Food,34,"Hyderabadi, Chinese, North Indian, Sichuan",3.8,whitefield,150
Paradise Biryani House,605,"Biryani, Kebab",3.2,marathahalli,150
Biergarten,19063,"Continental, European, BBQ, Chinese, Asian",4.1,near whitefield,150
Andhra Kafe,329,"Andhra, South Indian, North Indian, Lucknowi, Chinese, Ice Cream, Beverages",3.8,whitefield,150
Five Star Chicken,34,"Fast Food, Burger, Rolls",3.9,whitefield,150
Sabzi Aur Roti,298,North Indian,3.3,whitefield,150
That Bangalore Place,4053,"North Indian, Chinese",4.1,whitefield,150
RKD Kitchen,224,Street Food,3.6,whitefield,150
Calcutta Biryani Club,514,"Biryani, Rolls, North Indian, Fast Food",4.1,brookefield,150
New Galaxy Restaurant,135,"North Indian, Chinese, Mughlai, Biryani, Arabian, Fast Food, Sichuan",3.5,kr puram,150
Naidu Andhra Mess,4,"Biryani, Andhra",3.4,kr puram,50
Omm Nom Nomm,1078,"Ice Cream, Desserts",4.6,whitefield,50
Burger Hangout,440,"Burger, Fast Food, Wraps, Pizza, Rolls, Shake",3.5,whitefield,50
Pind Balluchi,524,"North Indian, Mughlai, Desserts",3.5,whitefield,50
Saiko Sushi House,502,"Sushi, Japanese",4.0,kaggadasapura,50
ATH - All Things Healthy!,768,Healthy Food,4.1,whitefield,50
Cold Stone Creamery,705,"Ice Cream, Desserts, Waffle, Shake, Beverages",4.1,whitefield,50
Udupi Ruchi,256,South Indian,3.7,kr puram,50
Cake 24x7,468,"Bakery, Desserts",3.5,whitefield,50
Khichdi Kahani,70,North Indian,3.1,brookefield,50
PVR Café,66,"Fast Food, Momos, Beverages",3.5,whitefield,50
Veg Daawat By Behrouz,5,"Biryani, Mughlai, North Indian",4.0,marathahalli,50
Jubli Biryani,329,"Andhra, Biryani, Chinese, North Indian, Kebab, Sichuan",3.6,whitefield,250
Chatora Chaat Corner,33,Street Food,3.9,whitefield,250
Fresh Cafe,9,"Chinese, Fast Food, Desserts, Beverages, Juices",3.8,marathahalli,250
Bluebird Cafe,8,"North Indian, South Indian, Fast Food, Chinese, Sichuan, Beverages",3.7,marathahalli,250
Santrupti Biriyani Mane,9,"Biryani, South Indian, North Indian, Chinese, Sichuan",3.8,whitefield,250
Andhra Spice Hub,45,"Andhra, Biryani",3.9,brookefield,250
Sai Foods,184,"North Indian, Chinese, Street Food, Beverages, Desserts",3.7,brookefield,250
Ghar Ke Phulke,25,North Indian,3.8,whitefield,250
Uruvalu Biryani,12,"North Indian, Chinese, Biryani, Mughlai, Kebab, Sichuan, Juices, Shake",3.9,whitefield,250
Cafe Mumbai,11,"Maharashtrian, Street Food",4.0,whitefield,250
Jade,700,"Chinese, Seafood, Sichuan",4.0,marathahalli,250
Uncle Peter's Pancakes,205,Desserts,4.0,whitefield,250
Rangamati Bengali Cuisine,29,"Bengali, North Indian, Chinese, Fast Food, Biryani, Desserts",3.4,whitefield,150
7 Days Restaurants,151,"North Indian, Chinese, Mughlai, Biryani, Sichuan",3.4,marathahalli,150
Signature Wraps & Rolls By Faasos,0,"Rolls, Wraps",-,brookefield,150
House Of Mughals,4,"Mughlai, Biryani, Kebab, North Indian, BBQ, Desserts",3.5,brookefield,150
Vinayaka 99 Variety Dosa Corner,213,South Indian,4.1,kaggadasapura,150
Paratha Joint,417,North Indian,4.3,kaggadasapura,150
Saanvika Foods,3,"Burger, Sandwich, Waffle, Ice Cream, Shake, Desserts, Beverages",3.7,brookefield,150
The Bawarchi,3271,"Hyderabadi, North Indian, Chinese, Biryani",3.6,whitefield,150
The Burrito Company,247,"Mexican, Beverages",3.9,brookefield,150
Deccan Paradise,452,"Biryani, Chinese, Seafood",3.9,whitefield,150
Indian Aroma Resto Cafe,15,"South Indian, North Indian, Biryani",4.0,brookefield,150
The Kim Chi Chef,210,"Chinese, Thai",4.0,whitefield,150
Bengal Sweet And Restaurant,5,"Mithai, Chinese, Rolls, Biryani, Fast Food, Street Food, North Indian, Bengali",3.5,whitefield,100
Stonelicious,194,"Desserts, Ice Cream, Beverages, Shake",4.3,marathahalli,100
Chintu's,11,"Fast Food, North Indian, Desserts, Beverages",3.7,whitefield,100
Trattoria By Toscano,156,"Italian, Continental, Healthy Food, Desserts, Salad, Shake, Seafood",3.9,whitefield,100
Saha Cabin Bengali Hotel,11,Bengali,3.3,whitefield,100
Bhojanashala,10,South Indian,3.7,whitefield,100
Rolls First,2339,"Rolls, North Indian, Fast Food, Mughlai, Sichuan",4.0,marathahalli,100
O2 Juice Bar,1138,"Juices, Beverages, Healthy Food, Desserts, Shake",4.2,whitefield,100
Kolkata New Style Famous Kati Roll,291,"Chinese, Rolls, Seafood",3.5,whitefield,100
Buffalo Wild Wings,265,"American, Mexican, Healthy Food, Finger Food, Fast Food, Desserts",3.5,near whitefield,100
Burger Express,416,"Burger, Fast Food, Shake",3.4,marathahalli,100
Burgerama,387,"Burger, Beverages, Fast Food",4.2,whitefield,100
Pizza @ 109,123,Pizza,3.6,whitefield,200
Via Milano,200,"Pasta, Seafood, Fast Food, Beverages",3.6,brookefield,200
Asia Seven,1,"Chinese, Momos, Beverages",3.8,whitefield,200
Candice's Gourmet Sandwiches,86,"Sandwich, Salad, American, Beverages, Desserts",4.3,whitefield,200
Kerala Note Book,357,"Kerala, South Indian",3.4,whitefield,200
Chaishala-Chuski Chai Wali,1423,"Tea, Beverages, Street Food, Fast Food",4.3,whitefield,200
Crazy Pizza,10,Pizza,3.8,kr puram,200
Dil Tiffins,18,"South Indian, Beverages",3.9,whitefield,200
Green Cravings,34,"Healthy Food, Continental",3.5,whitefield,200
Shanghai Social,9,"Chinese, Sichuan",3.2,brookefield,200
Edesia by Freshmenu,199,"Bakery, Desserts",3.4,whitefield,200
Flirt With Spices,154,"Bihari, North Indian",4.2,whitefield,200
Kheer Kadamb Bengali Sweets,840,"Mishti, Street Food",3.8,whitefield,50
Tummy Full,956,South Indian,4.0,whitefield,50
Infinity Family Restaurant,54,"North Indian, Chinese, Seafood, Biryani",4.1,kaggadasapura,50
BLD Restaurant,381,"North Indian, Chinese, Fast Food, Desserts, Beverages, Sichuan",3.4,whitefield,50
Bombay Brasserie,150,"Modern Indian, Bar Food, Beverages",4.0,whitefield,50
Mr. Shawarma,305,"Lebanese, Fast Food, Wraps, Beverages",3.8,whitefield,50
DP Ambur Hot Dum Biryani,111,"Biryani, Kebab",3.8,kaggadasapura,50
Fnp Cakes 'N' More,37,"Bakery, Desserts",4.0,whitefield,50
Trattoria By Toscano,440,"Italian, Continental, Healthy Food, Desserts, Salad, Shake",3.9,whitefield,50
Navras,29,"North Indian, Street Food, Desserts, Beverages",3.9,brookefield,50
Wack Waffles & Brownies,2,"Waffle, Desserts, Beverages",3.7,kr puram,50
Prowl Foods By Tiger Shroff,302,"Asian, North Indian, Healthy Food",3.4,marathahalli,50
Protein Chef,46,"Sandwich, Rolls, North Indian",3.8,whitefield,200
MS Bengali Hotel,393,"Bengali, North Indian, Chinese, Biryani",3.4,whitefield,200
A.S Star Biryani,40,"North Indian, Chinese, Lebanese",3.2,whitefield,200
My Lunch Boxx - Mamatha's Home Food,751,"South Indian, North Indian",3.9,kadubeesanahalli,200
Windmills Craftworks,6617,"Continental, North Indian, Mughlai, Kebab, Desserts",4.1,whitefield,200
Slurpy Shakes,34,"Beverages, Ice Cream, Desserts",3.7,whitefield,200
CupCake Noggins By CakeZone,71,"Bakery, Desserts",3.6,brookefield,200
Gourmet Ice Cream Cakes by Baskin Robbins,137,"Bakery, Desserts, Ice Cream",4.2,marathahalli,200
Amar Rannaghor,1481,"Bengali, Mishti",3.6,marathahalli,200
Regale Restaurant,46,"North Indian, Chinese, Mughlai, Kebab, Beverages",4.1,marathahalli,200
The Coffee Brewery,111,"Cafe, Beverages, Fast Food, Burger, Wraps, Desserts",4.0,kr puram,200
Ramdev Sagar,147,"South Indian, Chinese, Street Food, North Indian, Biryani, Ice Cream, Beverages, Shake",3.9,brookefield,200
Punjabi Park Restaurant,27,"North Indian, Chinese, Sichuan",3.7,kr puram,150
The Food Village,1041,"Fast Food, North Indian, Bengali",3.4,brookefield,150
Ocean Cake,38,"Bakery, Shake",3.3,whitefield,150
Lassi Ghar,9,"Beverages, Ice Cream, Fast Food, Desserts, Shake",3.5,near brookefield,150
153 Biere Street,3455,"Asian, Continental, North Indian, Malaysian, Italian, Desserts",4.1,whitefield,150
Oota Bangalore,696,"Mangalorean, South Indian",4.1,whitefield,150
Ledikeni Sweets & Savouries,21,"Mithai, Desserts, Street Food, Mishti",4.1,marathahalli,150
NN Food Court,9,"North Indian, Biryani, Shake",3.6,kr puram,150
Naan King,110,"North Indian, Fast Food, Beverages",4.1,whitefield,150
The Hyderabad Chefs,1009,"North Indian, Chinese, Biryani, Rolls, Beverages, Shake, Sichuan",3.1,whitefield,150
Cake Junction,25,"Bakery, Shake",2.8,kaggadasapura,150
Ambur Hot Dum Biriyani,69,"Biryani, Kerala",4.3,marathahalli,150
Cafe Noir,1686,"Continental, Italian, Mexican, American, Waffle, Beverages, Desserts",3.7,whitefield,400
Ciro's Pizzeria,105,"Pizza, Panini",4.1,whitefield,400
Andhra Meal Co,21,"South Indian, Desserts",2.9,whitefield,400
Bangarpete Chats,125,Fast Food,4.0,sri rama pg,400
Peppy Parathas & Rolls by Chai Point,32,"Fast Food, North Indian, Rolls, Healthy Food",3.3,whitefield,400
Gilly's Restobar,3023,"Finger Food, North Indian, Oriental, Seafood, Continental, Italian, Beverages",3.9,marathahalli,400
Blue Tokai Coffee Roasters,102,"Cafe, Coffee, Healthy Food, Beverages, Desserts, American, Burger, Sandwich",4.0,kr puram,400
Dragonite - Chinese Cuisine,122,"Chinese, Thai, Sichuan",3.8,whitefield,400
Khane Ka Khazana,42,"North Indian, Rolls, Fast Food",3.5,marathahalli,400
Darbar Chowk,41,"North Indian, Chinese, Biryani",4.1,whitefield,400
Rekha Restaurant,120,"North Indian, Chinese, Kerala, Beverages, Sichuan",3.9,brookefield,400
Living Bowls,498,Healthy Food,4.0,kr puram,400
Mani's Hyderabadi Biryani,287,"Biryani, North Indian, Chinese",3.2,marathahalli,400
Nomad Rolls & Shakes,21,"Rolls, Shake, Chinese, Lebanese, Sandwich, Fast Food, Beverages, Italian",3.3,whitefield,400
Hopshaus,242,"Continental, North Indian, Chinese, Beverages, Desserts, Sichuan",3.7,near whitefield,400
Mondelice Cakes,4,"Bakery, Fast Food",3.9,kr puram,400
Hotel Uttam Sagar,22,"North Indian, Chinese, Seafood, Sichuan",3.9,whitefield,400
Delhi Kitchen,5311,North Indian,3.1,whitefield,400
Noodle Bar,1667,"Chinese, Seafood, Thai, Momos, Beverages",3.9,whitefield,400
Burgers@59,55,"Burger, Fast Food",4.0,whitefield,400
Delhi Walle,513,"North Indian, Street Food, Chinese, Beverages",3.8,marathahalli,400
Hard Rock Cafe,659,"Continental, American, Fast Food, Beverages, Desserts",3.8,whitefield,400
Maharaja Kitchen,699,"Biryani, Chinese, North Indian, Sichuan",3.6,brookefield,400
INOX,20,"Fast Food, Street Food",3.6,brookefield,400
Facecake,46,"Bakery, Desserts",3.1,kr puram,200
VV Biryanis,708,"Biryani, North Indian, Chinese, Street Food, Beverages, South Indian",3.5,whitefield,200
Soroush Biryani,208,"Biryani, North Indian, Mughlai",3.4,whitefield,200
Lola,354,"Sandwich, Pizza, Salad, Fast Food",4.3,whitefield,200
Mitti Cafe,1,"South Indian, Chinese",3.8,whitefield,200
Chandni Chowk,243,"Street Food, North Indian, Mithai",3.7,marathahalli,200
Cake Hopper,297,"Bakery, Beverages, Shake",3.6,whitefield,200
Bangalore Tiffin Fusion (BTF),37,"North Indian, Fast Food",4.0,whitefield,200
Cream Hut,60,"Desserts, Beverages",3.8,whitefield,200
Just Bake,50,"Bakery, Fast Food",3.6,kr puram,200
Nepali Restaurant,32,"North Indian, Chinese, Momos",3.9,kr puram,200
Sufis Fast Foods,50,Chinese,4.0,brookfield,200
Sri Lakshmi Bhavan,4,"Chinese, South Indian",3.8,marathahalli,100
Iyengars Bread Basket,1021,"Bakery, Desserts, Fast Food",3.6,mahadevapura b.b.m.p brookefield,100
New Pizza pie,414,"Pizza, Fast Food",3.2,whitefield,100
Sandwich 2 Poha,309,"Sandwich, Beverages",4.2,brookefield,100
The Restaurant @Whitefield,50,"South Indian, North Indian, Chinese, Biryani, Beverages, Sichuan",3.7,whitefield,100
Biryani Bandhan,0,"North Indian, Chinese, Biryani",New,whitefield,100
Kolkata Famous Kati Roll,18,Rolls,3.9,kaggadasapura,100
Naaku's Kitchen,287,"North Indian, Chinese, Bengali, Sichuan",3.7,marathahalli,100
MFC Juice And Cafe,70,"Ice Cream, Beverages, Juices",3.9,whitefield,100
Gismat Arabic Jail Mandi Restaurant,0,"Arabian, Mandi, Kebab, North Indian",New,marathahalli,100
Jain Sweets And Savories,0,"Mithai, Street Food, Beverages",-,whitefield,100
Collage By Toscano,266,"Mughlai, North Indian, Asian, Continental, Pizza, Pasta, Beverages",4.1,whitefield,100
Biryani Mount,91,"Biryani, North Indian",3.8,whitefield,300
Snacks & Sundaes,284,"Fast Food, Sandwich, Street Food, Desserts, Coffee, Tea, Juices, Beverages",3.5,kr puram,300
Sonar Bangla,45,"Bengali, Chinese, Sichuan, Seafood",3.8,whitefield,300
Tandoor Box,1669,"Fast Food, North Indian, Rolls",3.9,whitefield,300
Andhra Tiffin Room,66,"North Indian, South Indian, Chinese, Beverages",4.0,whitefield,300
Ohh Kolkata,204,Bengali,3.5,brookefield,300
Sardarji Di Rasoi,57,"North Indian, Beverages",3.0,whitefield,300
Odia Dhaba,98,"North Indian, Chinese, Odia",3.2,brookefield,300
Cakebee,255,"Bakery, Desserts",4.3,kr puram,300
Eatoz,87,"North Indian, Chinese, Fast Food, Shake, Sichuan",3.6,whitefield,300
New Ankur Restaurant,19,"North Indian, Chinese, Mughlai, Sichuan",3.8,whitefield,300
Sandwich Binge,292,"Sandwich, Fast Food, Beverages, Sichuan",3.4,kr puram,300
Fusion Biryani,15,"Biryani, Mithai",2.9,whitefield,250
Darby's Pastries,85,Bakery,4.2,kaggadasapura,250
Halwai Sweets And Snacks,56,"Mithai, Desserts, Street Food",3.8,whitefield,250
Cheesecakes By CakeZone,0,"Bakery, Desserts, Beverages, Ice Cream, Juices, Bengali, Mithai",-,brookefield,250
Waffle Dreams,43,"Desserts, Fast Food, Beverages, Shake",3.3,kr puram,250
Hyderabadi Old Biryani,87,Biryani,2.8,marathahalli,250
Desi Chats,41,"Street Food, North Indian",3.6,kaggadasapura,250
Biryani Factory,808,"Biryani, North Indian, Chinese, Sichuan",3.3,kr puram,250
Marwadi Chaat Tiffin Services,420,"North Indian, Chinese, Street Food",3.2,whitefield,250
Sargam Sweets,29,"Mithai, Street Food",4.1,marathahalli,250
Fresca,259,"Fast Food, Italian",3.4,brookefield,250
Vijayawada Tiffins,372,"South Indian, North Indian",3.7,whitefield,250
Hara Bhara Box,6,"North Indian, Beverages, Desserts, Juices",3.1,brookefield,200
Vishal Sweets And Snacks,308,"Mithai, Street Food",4.1,near more super market. marathahalli,200
House of Momos By A1 Food Services,183,Momos,3.4,kr puram,200
Cafe Factory Co,47,"Cafe, Juices, Beverages",3.8,marathahalli,200
Momo Burger Joint,39,Momos,4.0,marathahalli,200
Burger Shop,121,"Burger, Fast Food",3.8,whitefield,200
The Fat Chef,1713,"Japanese, Italian, North Indian, Desserts, Beverages",4.1,whitefield,200
Sanskriti Tiffins,30,"North Indian, Biryani, Mughlai",4.0,brookefield,200
Burgerito,195,Fast Food,3.9,whitefield,200
Kapital Kitchen,34,"North Indian, South Indian, Biryani",4.0,whitefield,200
Bay Leaves,161,"North Indian, Hyderabadi, Continental, Italian, Chinese, Sichuan",3.5,whitefield,200
Punjab Time,52,North Indian,3.2,whitefield,200
The Biryani Cart,111,"North Indian, Biryani, Chinese, Seafood",3.5,whitefield,150
Food Court,0,North Indian,-,whitefield,150
Sri R Restaurant,0,"Chinese, North Indian, Mughlai, Sichuan",New,brookefield,150
Bangarpet Pani Puri,81,Street Food,3.4,whitefield,150
Biryani Time,29,"Biryani, Chinese",3.9,kr puram,150
Meat Up Hearth,173,"North Indian, Biryani",3.9,marathahalli,150
New Punjabi Tadka Express,1372,"North Indian, Chinese, Sichuan",3.5,kr puram,150
Chini Mirchi Indo-Chinese Kitchen,175,"Chinese, Sichuan",3.6,whitefield,150
Jitu Bhai Dahibara Sweets & Savouries,1597,"South Indian, North Indian, Desserts",3.7,marathahalli,150
Chatpata India,1238,"Street Food, Desserts, Beverages",4.0,whitefield,150
Kolkata Kitchen,286,"Bengali, Seafood",3.6,whitefield,150
Madurai Tiffin House,24,"South Indian, Beverages",3.2,whitefield,150
Food Point,17,"Healthy Food, North Indian",3.1,whitefield,200
New York Waffles & Dinges,2,"Waffle, Desserts, Shake, Beverages",3.6,kr puram,200
Amritam Super Foods,418,"Salad, Healthy Food, Juices",4.4,whitefield,200
Dhaba Downtown,807,"North Indian, Chinese, Sichuan",4.0,whitefield,200
Yumm Roll Mania,91,"Rolls, Momos, Chinese, North Indian",3.8,whitefield,200
Kava Kitchen & Bar - Fairfield by Marriott,291,"North Indian, South Indian, Continental, American, Asian, Desserts, Beverages",3.2,whitefield,200
Häagen Dazs,252,"Ice Cream, Beverages, Desserts",4.3,whitefield,200
Huber & Holly,59,"Bakery, Desserts, Beverages",3.7,marathahalli,200
McCafe by McDonald's,0,"Coffee, Desserts, Beverages",3.6,kr puram,200
The Daily Bowl,23,North Indian,3.0,marathahalli,200
Flying Kombucha,15,Beverages,4.0,whitefield,200
Cookie Man,100,Bakery,4.2,whitefield,200
89 Express Dhaba,85,North Indian,3.0,whitefield,200
Pind Da Chula,113,North Indian,3.4,marathahalli,200
Litti Chokha Wala,185,Bihari,3.5,marathahalli,200
E@t at tripti,67,"Bengali, North Indian, Chinese",3.2,whitefield,200
Nawab Ka Kabab,287,"North Indian, Lebanese, Beverages",3.7,brookefield,200
Roma,78,"Italian, European, Pizza, Pasta, Desserts",3.7,brookefield,200
Shifu's Wok,54,Chinese,3.9,whitefield,200
Coastline Kitchen,7,"North Indian, Biryani",3.4,whitefield,200
Biryanees,52,"Biryani, North Indian, Beverages, Desserts",3.2,brookefield,200
Day Night Dhaba,20,"Fast Food, North Indian, Beverages, Desserts, Healthy Food",3.7,marathahalli,200
Ponnusamy Hotel,54,"South Indian, Chettinad, Pizza, Mangalorean",3.2,whitefield,200
Sri Curries,11,"Seafood, Biryani, Chinese, North Indian, Andhra",3.7,marathahalli,200
The Daily Bowl,114,"North Indian, Desserts",2.9,whitefield,200
Gowdru Gammathu,90,"Biryani, South Indian",3.3,whitefield,200
Cafe Factory Co.,421,"Tea, Beverages, Fast Food, Shake",3.6,brookefield,200
Bedouin's Shawarma And More,53,"Sandwich, Fast Food, Shawarma",3.5,whitefield,200
Pammi Auntie's Kitchen,84,"North Indian, Mughlai",3.4,marathahalli,200
Kothu Xpress,41,Fast Food,4.0,whitefield,200
Kheer Kadamb  Bengali Sweets,152,"Street Food, Mithai",3.6,marathahalli,200
Sri Ganesh Fruit Juice Centre,7,"Juices, Beverages",4.1,whitefield,200
Hitchki,304,"North Indian, Chinese, Continental, Biryani, Finger Food, Beverages, Desserts",3.8,kr puram,200
Biryani Bowl,189,Biryani,3.5,kadugodi post whitefield,200
Tandoor Garage,0,"BBQ, Shawarma, Chinese",-,kr puram,200
Shahi Kadaai,107,"Mughlai, North Indian",3.8,marathahalli,200
The Sweet Tooth,118,"Desserts, Bakery",4.3,whitefield,200
Magic Pizza,36,"Pizza, Fast Food",3.8,whitefield,200
Kilo Paradise Biriyani,354,"Biryani, Mughlai",3.1,marathahalli,200
Chai Galli,887,"Cafe, Fast Food, North Indian, Desserts, Beverages, Ice Cream, Tea",4.0,brookefield,200
Sai Jagannath Flavour Of Odisha,132,North Indian,3.5,marathahalli,200
Juice N Joy,25,"Juices, Shake, Healthy Food, Fast Food",4.0,brookefield,200
Senorita's Mexican Kitchen by Little Italy,6,Mexican,3.7,kr puram,200
Taishty,2888,"North Indian, South Indian, Chinese",3.6,whitefield,200
Biryani Paradize,225,"Andhra, Chinese, North Indian, Biryani, Desserts",3.7,whitefield,200
Fresh Paratha Menu,261,North Indian,4.2,whitefield,200
Passport Of Bejing,157,"Chinese, Momos, Sichuan",3.4,kadubeesanahalli,200
Chinese Lovers,126,"Chinese, Momos, Sichuan",3.2,marathahalli,200
Wowffles,220,"Waffle, Desserts",3.5,marathahalli,150
The Sandwich Station,90,"Sandwich, Burger, Fast Food, Rolls, Beverages, Shake",3.9,whitefield,150
Tava Say,102,"North Indian, Sandwich",4.3,whitefield,150
The Chaat Cult,76,"Street Food, North Indian, Desserts",3.4,whitefield,150
Lot Like Crepes & Cafe,82,"Continental, Fast Food, Juices, Beverages, Pasta, Sandwich, Burger, Desserts",3.8,whitefield,150
Hungry Panda- Deliciously Chinese,9,"Chinese, Momos",3.3,kr puram,150
DiabeSmart,23,"Sandwich, Street Food, North Indian, Healthy Food",3.3,whitefield,150
Donburi,9,"Chinese, Fast Food",3.6,whitefield,150
Veg Daawat By Behrouz,0,"Mughlai, Biryani, North Indian",-,brookefield,150
Chaat Lane,21,Street Food,3.7,whitefield,150
Lemone,24,"Fast Food, Beverages, Shake",3.3,whitefield,150
Frozen Bear,26,"Desserts, Ice Cream, Beverages, Fast Food, Shake",4.0,kr puram,150
Gowdru Hotel,95,"South Indian, Mughlai",3.3,whitefield,100
Hyderabadi Spicy Biryani,291,"Biryani, Chinese, Mughlai, North Indian",3.4,marathahalli,100
Zaikedar Biryani,103,"Biryani, Kebab",3.7,brookefield,100
The Foody Station,469,"Sandwich, Fast Food, Beverages, Shake, Sichuan",3.5,whitefield,100
Randal Kafi,0,"Chinese, North Indian, Sandwich, Fast Food, Beverages, Shake",-,kaggadasapura,100
Cibo Matto,0,"Italian, Healthy Food, Chinese, Pizza, Pasta, Beverages, Shake, Desserts",-,whitefield,100
The Dripping Cone,207,"Ice Cream, Desserts, Beverages",3.5,whitefield,100
Nazrana Biryani,0,"Biryani, Mughlai",-,marathahalli,100
Oakleaf,49,"Asian, Continental, North Indian, Italian",3.4,whitefield,100
Khan's Biryani Zone,37,"Biryani, North Indian",3.2,marathahalli,100
Khichdi Centre,45,"Healthy Food, North Indian",3.4,brookefield,100
Sandwich Junction,123,Sandwich,4.2,marathahalli,100
Combo Kitchen,272,"North Indian, Andhra",3.3,marathahalli,200
51 Indian Restaurant,14,"North Indian, Chinese, Desserts",3.6,brookefield,200
Kurtosshhh,184,"Desserts, Fast Food, Beverages",4.3,whitefield,200
MM Bangarpete Pani Puri Center,0,Street Food,-,kr puram,200
Tashann,113,"North Indian, Chinese, Continental, Beverages, Shake, Sichuan",3.4,marathahalli,200
Shao - Radisson Blu,464,"Thai, Japanese, Chinese, Asian, Beverages, Sichuan",3.7,marathahalli,200
Bangali Radhuni,29,"Bengali, North Indian, Rolls, Biryani",4.0,marathahalli,200
Anand Bhavan Resturant,15,"North Indian, Chinese, Street Food, Biryani, Beverages",3.4,kr puram,200
Hyderabadi Biryani Junction,0,Biryani,-,marathahalli,200
Siri Bangarpet Chats & Tiffen Corner,20,Street Food,4.0,kr puram,200
Chainaama,13,"Tea, Beverages",3.4,whitefield,200
Momo Company,19,Momos,2.7,whitefield,200
Goodness To Go By Smoke House Deli,891,"Healthy Food, European, Juices, Beverages, Salad, Desserts",4.3,whitefield,200
Momos & Meals,50,Chinese,4.0,whitefield,200
Frizzles Kitchen,79,"Fast Food, Burger, Wraps, Rolls",4.0,brookefield,200
Bangarpet Pani Puri,99,Street Food,3.6,opposite sai baba mandir shirdi sai nagar munnekollal marathahalli,200
New Gfc Gowdas Biriyani,63,"Biryani, South Indian",3.7,brookefield,200
Indian Paratha Company,1,"North Indian, Fast Food, Beverages, Desserts, Coffee",-,whitefield,200
Accidental Engineer,663,"Continental, Italian",3.9,whitefield,200
Bikram Sweets And Snacks,159,"Street Food, Mithai",4.3,whitefield,200
Market Cafe,2404,"Sandwich, Chinese, Salad, Fast Food",4.3,whitefield,200
Just Bake Cakes,0,Bakery,-,marathahalli,200
Dahi Besar,229,"Odia, Bengali, North Indian, Street Food",3.4,whitefield,200
Veg Khana,60,"North Indian, Chinese",3.2,marathahalli,200
Roti Express,446,"North Indian, Chinese, Beverages",3.6,marathahalli,250
The Raja's,10,"Biryani, South Indian, North Indian, Kebab, Chinese",3.9,kadubeesanahalli,250
Andhra Aromas,32,"Biryani, Andhra, Mughlai",3.4,whitefield,250
Hyderabadi Traditional Biryani,0,Biryani,-,marathahalli,250
Punjabi Food Joint,110,"North Indian, Chinese, Biryani",3.7,kr puram,250
House Of Juice,226,"Juices, Beverages",4.0,whitefield,250
Omleterian,719,"Continental, Sandwich",3.6,whitefield,250
Go Naati,0,"South Indian, Biryani, North Indian, Seafood",-,kr puram,250
Biriyani Paradise,4,"Biryani, North Indian, Kerala, Chinese, South Indian",4.0,marathahalli,250
Mutton Point,0,"Mughlai, Biryani",New,marathahalli,250
Miami Shakes & More,2,"Shake, Desserts, Beverages",3.5,kr puram,250
Bodypower Cafe,58,"Healthy Food, Fast Food, Beverages, Coffee",3.5,whitefield,250
Crazy Bao,17,"Fast Food, Chinese, North Indian, Momos",3.1,kr puram,150
Kickstarter,0,"Chinese, Kebab, Beverages, Sichuan",-,whitefield,150
