name,lat,long,review,cusine,rating,price,Location
CakeZone,12.908516,77.683546,74,"bakery, ice cream",4.0,150,sarjapur road
Ovenstory Pizza,12.9124782164,77.681189999,1605,"pizza, fast food",3.9,150,sarjapur road
BOX8 - Desi Meals,12.913456974,77.6771995425,12740,"north indian, wraps, fast food, biryani, desserts, beverages",4.1,150,sarjapur road
Subway,12.9093693691,77.6876886562,18,"healthy food, fast food, sandwich, salad, beverages, wraps",3.9,300,sarjapur road
Faasos - Wraps & Rolls,12.9124818112,77.6812168211,1512,"rolls, wraps, fast food",3.8,300,sarjapur road
Chicking,12.9092602173,77.687732242,2227,"fast food, burger, pizza",3.6,300,sarjapur road
EatFit,12.9083715938,77.6836784175,68706,"healthy food, north indian, pizza, burger, pasta, biryani, chinese, beverages",4.1,300,sarjapur road
Dindigul Thalappakatti,12.9091651178,77.6877426356,2205,"biryani, north indian, south indian, chinese, seafood, beverages",3.8,300,sarjapur road
California Burrito,12.9256876,77.686994,27,"mexican, fast food, beverages",4.4,300,bellandur
WOW! Momo,12.9093866896,77.6876916736,2517,"momos, fast food, tibetan",4.1,300,sarjapur road
Potful - Claypot Biryanis,12.9182794645,77.6725821197,15586,"biryani, kebab, mughlai, north indian, desserts",3.9,300,sarjapur road
Natural Ice Cream,12.91291155,77.6803226396,596,"ice cream, beverages",4.6,100,sarjapur road
Lassi Shop,12.927386943,77.6721439138,104,"beverages, fast food, burger, shake, juices, ice cream, desserts",3.9,100,bellandur
Biryani Trip - Destination Hyderabad,12.9075344,77.67582123,2733,"biryani, mughlai, hyderabadi",4.0,100,mahadevapura sarjapur road
Hyderabadi Spice,12.8496712,77.679935,461,"hyderabadi, andhra, chinese, biryani",4.2,100,electronic city
Biryani By Kilo,12.9085033425,77.6763217896,2478,"biryani, hyderabadi, north indian, kebab, mughlai, desserts",4.0,100,sarjapur road
Purani Dilli By Anand Sweets,12.9167193629,77.6733703539,418,"north indian, chinese, street food",3.7,100,sarjapur road
Goli Vada Pav No. 1,12.9229149413,77.675743103,83,"street food, burger, fast food, ice cream",4.3,100,bellandur
WarmOven Cake & Desserts,12.90753,77.68334,4684,"bakery, desserts, ice cream, shake",3.6,100,sarjapur road
Kwality Wall’s Frozen Dessert and Ice Cream Shop,12.8988958021,77.6767760888,270,"ice cream, desserts",4.6,100,sarjapur road
Madurai Idly Shop,12.9196029615,77.6674329489,288,south indian,3.7,100,sarjapur road
Chinese Wok,12.908524,77.67628,744,"chinese, momos, sichuan",3.4,100,sarjapur road
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",12.9124622033,77.681145072,1365,"beverages, desserts, ice cream, waffle, bakery, healthy food",4.0,100,sarjapur road
Donne Biryani House,12.9125050138,77.681100145,70,"biryani, south indian, north indian, chinese",3.9,100,sarjapur road
Bakingo,12.9124824,77.6810452,187,"bakery, desserts",4.3,100,sarjapur road
Rolls On Wheels,12.908473,77.683615,123,"north indian, rolls, fast food",4.0,150,sarjapur road
Paratha Envy,12.9075344,77.67582123,2014,north indian,4.0,150,mahadevapura sarjapur road
Barbeque Nation,12.90938767,77.6872839779,991,"street food, mughlai, biryani, north indian, desserts, beverages, bar food",3.7,150,sarjapur road
The Belgian Waffle Co.,12.926554,77.676193,111,"waffle, pancake, desserts, beverages, ice cream",4.3,150,bellandur
Baskin Robbins,12.9223275,77.6811826,274,"ice cream, desserts",4.2,150,bellandur
Great Indian Khichdi by EatFit,12.9083715938,77.6836784175,622,"healthy food, north indian, ice cream, desserts, beverages",4.1,150,sarjapur road
Big Bowl Company,12.908524,77.67628,738,"north indian, chinese, biryani, fast food, momos, sichuan",3.4,250,sarjapur road
LunchBox - Meals and Thalis,12.9124716804,77.6812399551,308,north indian,3.4,250,sarjapur road
T’s 21 Spice Biryani,12.949138,77.6906425,2026,"biryani, andhra",3.9,250,marathahalli
Biryani Blues,12.9122844252,77.6814002171,780,"biryani, kebab, hyderabadi",3.8,250,sarjapur road
Theobroma,12.910609,77.685555,180,"bakery, desserts, beverages",4.3,250,sarjapur road
Ghee and Turmeric,12.9093,77.6877,727,north indian,4.1,250,sarjapur road
ZAZA 22 Spice Awadhi Biryani,12.9132814842,77.6771542802,274,"biryani, mughlai, north indian",3.8,250,sarjapur road
NH1 Bowls - Highway To North,12.9132971705,77.6771378517,351,"north indian, kebab, desserts",4.3,250,sarjapur road
WOW! China,12.9093866896,77.6876916736,3359,"chinese, asian, sichuan",3.8,100,sarjapur road
The Biryani Life,12.9124684125,77.6812315732,301,"biryani, kebab, hyderabadi, lucknowi",3.6,100,sarjapur road
Samosa Party,12.9240711011,77.6730357483,1505,"street food, tea",4.2,100,bellandur
UBQ By Barbeque Nation,12.9093932257,77.6876433939,2444,"north indian, bbq, biryani, kebab",3.6,100,sarjapur road
Smoor,12.9093170746,77.6877409306,163,"bakery, desserts",4.2,100,sarjapur road
The Dessert Heaven - Pure Veg,12.908516,77.683546,10,"desserts, bakery",4.0,100,sarjapur road
Pallavi Restaurant,12.8480430362,77.648691684,7,"north indian, chinese, sichuan",3.9,100,electronic city
Shanghai Court,12.9284051822,77.7389818802,180,"chinese, thai, sichuan, seafood, beverages, desserts",4.0,100,whitefield
Kaati Zone Rolls and Wraps,12.90753,77.68334,1226,"rolls, fast food, beverages, wraps, desserts, shake",3.8,100,sarjapur road
Zomoz - The Momo Company,12.9124684125,77.6812003925,756,"momos, fast food",4.1,200,sarjapur road
Chai Point,12.9093504146,77.6877667755,2127,"north indian, street food, rolls, fast food, beverages, desserts",4.0,200,sarjapur road
Dande's Hyderabad Biryani,12.9092948583,77.6878549531,732,"andhra, biryani, north indian, chinese",3.5,200,sarjapur road
Nadan Pothichoru,12.9093795,77.6877758279,1216,"kerala, south indian, beverages",3.3,200,sarjapur road
The Good Bowl,12.9124684125,77.6812315732,322,"north indian, pasta, italian",4.1,200,sarjapur road
Sri Lakshmi Vaibhav,12.9491526988,77.7151306719,48,"south indian, north indian, chinese, street food, beverages, desserts",4.2,200,marathahalli
Adiga's,12.923531,77.673428,1271,"south indian, north indian, chinese, street food, desserts, ice cream, beverages",3.5,200,bellandur
Mealful Rolls - India's Biggest Rolls,12.9132563209,77.6771660149,477,"rolls, fast food, north indian, desserts, beverages",3.9,250,sarjapur road
Biggies Burger,12.903036,77.70431,2,"fast food, burger, beverages",4.1,250,sarjapur road
Chaat Street,12.938834,77.695219,1927,"street food, beverages",3.9,250,kadubeesanahalli
Keventers - Milkshakes & Desserts,12.9094612004,77.6877057552,1036,"shake, beverages, ice cream",4.3,250,sarjapur road
Mad Over Donuts,12.9093883236,77.6876832917,866,"desserts, waffle, beverages",3.7,250,sarjapur road
ITC Master Chef Creations,12.90936,77.68771,738,"north indian, biryani, mughlai, rolls, kebab, desserts, modern indian",4.1,250,bellandur
Chung's,12.9093866896,77.6876916736,33,"chinese, sichuan",3.1,250,sarjapur road
Basmati Biriyani Nation,12.9093500878,77.687738277,677,"biryani, mughlai, fast food, desserts",3.3,250,sarjapur road
Chaayos Chai+Snacks=Relax,12.9089850498,77.6876930147,1268,"tea, beverages",4.2,250,sarjapur road
Cupcake Bliss Cakes & Desserts,12.90753,77.68334,698,"bakery, desserts",3.5,250,bommanahalli sarjapur road
Yumlane Pizza,12.9126072716,77.681197339,37,"pizza, fast food, desserts, beverages",3.2,250,sarjapur road
Starbucks Coffee,12.920191507,77.6852441579,90,"cafe, beverages, desserts",4.0,250,bellandur
LeanCrust Pizza- ThinCrust Experts,12.913320373,77.6770801842,321,"pizza, fast food, beverages, desserts",4.1,200,sarjapur road
Krispy Kreme,12.9340684903,77.6109905541,470,"desserts, beverages",4.5,200,koramangala 7th block
Momo Zone - The Momo Company,12.90753,77.68334,178,"chinese, tibetan",4.1,200,bommanahalli sarjapur road
Sweet Truth - Cake and Desserts,12.9124782164,77.681189999,353,"desserts, bakery",3.7,200,sarjapur road
Auntie Fung's,12.9282757785,77.6718837395,1911,"asian, thai, chinese, vietnamese, japanese, indonesian, korean, burmese",3.9,200,bellandur
Itminaan Matka Biryani - Slow Cooked,12.9133458632,77.6770429686,571,"biryani, north indian, desserts",3.5,200,sarjapur road
Pure Veg Meals by Lunchbox,12.9123700463,77.6811601594,2,north indian,3.8,200,sarjapur road
Just Cakes,12.853092,77.67547,672,"bakery, desserts",3.6,300,electronic city
The Dessert Zone,12.90753,77.68334,122,"desserts, bakery",3.7,300,sarjapur road
Ghee Tadka Khichdi,12.9075344,77.67582123,307,"north indian, street food",4.3,300,sarjapur road
Apsara Ice Creams,12.9020070672,77.677331306,394,"ice cream, desserts",4.2,300,sarjapur road
Tharavadu Malabar Biryani,12.9093533558,77.687738277,968,"kerala, biryani, south indian, north indian, seafood",3.3,300,sarjapur road
Absolute Shawarma,12.9130076,77.6800313,1728,"lebanese, rolls",4.1,300,sarjapur road
XO Belgian Waffle,12.9125056674,77.680799067,171,"desserts, beverages, waffle, shake",4.2,300,sarjapur road
Aligarh House By Eatfit,12.938834,77.695219,57,"biryani, north indian, kebab, desserts, beverages",3.8,250,kadubeesanahalli
Brik Oven,12.9029973,77.7039562,352,"pizza, desserts",4.1,250,sarjapur road
Chaatimes,12.925654,77.676327,31,"street food, fast food",3.9,250,bellandur
Hotel Sagar Samruddhi,12.8469326246,77.6721242712,13,"north indian, south indian, street food, chinese",3.8,250,electronic city
The ThickShake Factory,12.91622135,77.67260624,10,"ice cream, shake, desserts, tea, beverages",4.3,250,sarjapur road
The Momo Co.,12.908524,77.67628,147,"chinese, momos, desserts, beverages, sichuan",3.4,250,sarjapur road
Punjabi Restaurant Pure Veg,12.8476347603,77.6499432698,52,"north indian, chinese",3.7,250,electronic city
Basmati Express,12.9093468198,77.6876601577,598,"chettinad, north indian",3.3,250,sarjapur road
Momo Monk,12.9075344,77.67582123,597,momos,4.2,100,mahadevapura sarjapur road
Indiana Burgers,12.90753,77.68334,2246,"burger, rolls, beverages, desserts, shake",4.0,100,bommanahalli sarjapur road
Crusto's - Cheese Burst Pizza,12.9083715938,77.6836784175,22,pizza,3.8,100,sarjapur road
Sichuan,12.9288355472,77.6724530384,596,"chinese, asian, thai, momos, sichuan",4.0,100,bellandur
Third Wave Coffee,12.9094759065,77.6872128993,174,"cafe, coffee, fast food, beverages",4.0,100,sarjapur road
Home Plate by EatFit,12.9083715938,77.6836784175,128,"north indian, beverages",3.6,150,sarjapur road
Firangi Bake,12.9124782164,77.681189999,159,"italian, mexican",3.5,300,sarjapur road
Snack House,12.9075344,77.67582123,762,"fast food, north indian, street food, momos, rolls, chinese",3.8,300,mahadevapura sarjapur road
Kulfi Shulfi- Kulfis and Ice Cream,12.9122945559,77.6813231036,468,"ice cream, desserts",4.0,300,sarjapur road
Dine Bell,12.9381730094,77.6985472441,19,"north indian, biryani, south indian, andhra, chinese, fast food",3.7,300,marathahalli
Hyderabad Darbar,12.8472237,77.6802664,115,"andhra, north indian, south indian, chinese",4.0,300,phase-2 electronic city
SLAY Coffee,12.912391,77.681207,763,coffee,4.0,200,bellandur
Chef Bakers,12.9259866938,77.6770144701,130,"bakery, fast food, pizza, sandwich, burger, desserts",3.9,200,bellandur
Dum Safar Biryani,12.9095424,77.6875353,93,"biryani, kebab, north indian, bbq, desserts, beverages",4.1,200,sarjapur road
SGS Non Veg Gundu Palav,12.8652361085,77.6564922184,1,"south indian, chinese",3.8,200,electronic city
Rusbury Fresh Sweets And Savouries,12.9215613975,77.6760518923,1501,"mithai, street food, north indian",4.1,200,bellandur
Habibi Falafel,12.929480603,77.6343492419,391,"arabian, fast food, beverages, desserts",4.1,200,koramangala 1st block
FB Café By Frozen Bottle,12.9126072716,77.681197339,0,"desserts, bakery",-,150,sarjapur road
Bowl 99,12.924907,77.690404,41,north indian,3.1,150,sarjapur road
Malabar Mess,12.8994164188,77.7126687393,25,"kerala, south indian, seafood, biryani",3.5,150,sarjapur road
Hungry Chang,12.9093896308,77.6877325773,721,"chinese, fast food, sichuan",3.7,150,sarjapur road
Birbal Darbar,12.8970371948,77.7187278494,403,"north indian, chinese, biryani, beverages",4.3,100,sarjapur road
Olio - The Wood Fired Pizzeria,12.9083715938,77.6836784175,37,"pizza, italian",3.7,100,sarjapur road
Basaveshwara Khanavali,12.9394382372,77.7212484553,5,south indian,3.8,100,whitefield
Rolls & Bowls Company,12.908524,77.67628,25,"rolls, north indian, chinese, fast food, sichuan",3.7,100,sarjapur road
Sri Vishnu Grand,12.8757058539,77.6706408709,7,"south indian, north indian, chinese, shake, beverages",3.9,100,electronic city
Anandha Biryani House,12.938985,77.6882128,936,"biryani, andhra",4.1,100,kadubeesanahalli
Mallu House,12.90936,77.687711,38,"kerala, south indian, biryani, kebab, desserts, seafood",3.4,100,sarjapur road
Keventers Ice Cream,12.9094409387,77.6877671108,141,"ice cream, desserts, shake, beverages",4.3,100,sarjapur road
Sarjapur Social,12.9100295081,77.6855392009,3086,"north indian, chinese, biryani, burger, pasta, pizza, kebab, rolls",3.7,100,sarjapur road
BigBites,12.9075344,77.67582123,222,"fast food, street food, momos, north indian",4.3,100,sarjapur road
No Sugar Please!,12.9280241599,77.6754038036,1998,"beverages, juices, healthy food",4.3,200,bellandur
Burger It Up,12.90753,77.68334,40,"burger, beverages, desserts, american, cafe",3.6,200,bommanahalli sarjapur road
Kouzina Kafe - The Food Court,12.90753,77.68334,93,"fast food, bakery, desserts",3.8,200,sarjapur road
Pure Veg Punjabi Kitchen,12.8476422786,77.6499030367,901,"north indian, chinese",3.4,150,electronic city
Ruchi Sagar,12.8476063216,77.6714693382,261,"south indian, north indian, chinese, street food, ice cream, beverages",3.9,150,electronic city
Mega Biryani,12.927809,77.688703,7,biryani,4.0,400,bellandur
GLOBO Ice Creams Of The World,12.9132716803,77.6771237701,38,ice cream,3.9,400,sarjapur road
Nanda's,12.9165942014,77.6732637361,209,"biryani, north indian, chinese, andhra, seafood",3.9,400,sarjapur road
Nasi And Mee,12.9203715669,77.684346959,357,"asian, japanese, singaporean, malaysian, thai",4.1,400,bellandur
Thali 99,12.94195,77.606691,1753,"north indian, mughlai",3.3,200,hosur road
Atithi Grand,12.9034515764,77.7043827482,268,"south indian, north indian, chinese, street food, beverages",3.7,200,sarjapur road
Pattikattan Biriyani,12.8488282053,77.670356892,219,"chettinad, south indian",4.1,200,electronic city
ITC Sunfeast Baked Creations,12.9092883222,77.6877500117,403,"bakery, desserts, , cafe, continental, sandwich",4.4,150,sarjapur road
HomeSe Just Veg,12.9239635,77.6730559,71,"south indian, north indian",3.4,150,bellandur
The Brooklyn Creamery - Healthy Ice Cream,12.8989676231,77.6767529031,35,ice cream,4.0,150,sarjapur road
Food Court By Kitchens@,12.909321656,77.6876568049,114,"north indian, south indian, chinese, mughlai, biryani, momos, desserts, beverages",3.0,150,sarjapur road
The Urban Turban,12.885237,77.737784,150,"north indian, mughlai, chinese, beverages, desserts",4.0,200,sarjapur road
Baker's Home Cakes & Desserts,12.935027884,77.701212354,4333,"bakery, beverages",3.3,200,kadubeesanahalli
Smoke House Deli,12.9100383317,77.6855415478,334,"italian, pasta, burger, salad, sandwich, healthy food, continental",4.3,200,near sarjapur road
Zoey's,12.897504871,77.7176693827,1085,"cafe, italian, burger, continental, desserts, beverages",4.1,150,sarjapur road
Cake Concepts,12.8494339,77.6733835,1603,"desserts, bakery",3.9,250,electronic city
The Engineer's Dhaba,12.924603,77.6946536,16,"north indian, chinese, mughlai, street food, desserts, juices, shake, beverages",3.5,250,kadubeesanahalli
Bearful,12.9057640644,77.700163275,727,"north indian, mughlai, continental, chinese, biryani, kebab, desserts, beverages",3.9,250,sarjapur road
Seasons,12.847518717,77.6713918895,355,"north indian, south indian, chinese, seafood, kerala, arabian, desserts, beverages",4.0,250,electronic city
Achayans Pride,12.84646,77.64794,1913,kerala,4.0,150,electronic city
Damodar Seth,12.9587190965,77.7027995512,172,"bengali, north indian, mughlai, sichuan, chinese",3.7,150,marathahalli
Donne Biryani Grand,12.8480361716,77.6720158383,1198,"biryani, south indian",4.2,150,electronic city
Artinci - Indulge Guilt Free!,12.9072973,77.697482,255,"desserts, ice cream, bakery",3.6,150,sarjapur road
Amma Mess,12.8996125076,77.7133698016,6,"south indian, biryani, kerala, seafood",4.1,150,sarjapur road
Paratha Box by EatFit,12.9083715938,77.6836784175,60,"north indian, desserts, beverages",3.5,150,sarjapur road
Puliyogare Palace,12.863549,77.654713,32,south indian,2.8,150,bommasandra
46 Ounces Brewgarden,12.8496780941,77.6578085124,3367,"finger food, continental",3.7,150,electronic city
Ranga Restaurant,12.9390422007,77.6883571967,14,"south indian, biryani, chinese",4.0,150,bellandur
Nomad Pizza - Traveller Series,12.9083699534,77.6836759503,14,"pizza, beverages",4.1,150,sarjapur road
Sundae Everyday Ice Creams,12.90753,77.68334,205,"beverages, ice cream, desserts",3.1,150,sarjapur road
HRX by EatFit,12.9083715938,77.6836784175,31,"healthy food, beverages, mediterranean, burger, desserts, wraps, pizza, salad",4.0,150,sarjapur road
Tasty Pizza And Chats,12.888728,77.714553,7,"bakery, street food, fast food, rolls, pizza, juices",3.5,150,sarjapur road
Fabelle Chocolates,12.9092834202,77.6877932623,31,"desserts, bakery",4.0,150,sarjapur road
The Biriyani House,12.904885,77.704495,54,"biryani, north indian, chinese",3.0,150,sarjapur road
Roti Curry & Co,12.94195,77.606691,192,"north indian, desserts",3.2,250,hosur road
Bowl Soul,12.904549,77.676066,2,"fast food, beverages",3.6,250,sarjapur road
The Sugar Free Keto Kafe - Artinci,12.9071742,77.6974964,61,"desserts, ice cream, bakery",4.0,250,sarjapur road
Udupi Swadishta Veg,12.9069783,77.6957968,165,"south indian, north indian, chinese, street food, beverages, juices",3.8,250,sarjapur road
B-Town Pizza,12.9430747512,77.7542949468,6,"pizza, fast food",3.2,150,whitefield
Veg Daawat By Behrouz,12.9123908,77.6812069,5,"biryani, mughlai, north indian",4.0,200,sarjapur road
Best Of Bengal,12.9401698575,77.6959629357,156,"bengali, seafood",3.9,200,kadubeesanahalli
Subway,12.927395,77.692166,2,"healthy food, fast food, sandwich, salad, beverages, wraps",3.4,400,kadubeesanahalli
California Burrito,12.911546514,77.6823426783,270,"mexican, fast food, beverages",4.1,400,sarjapur road
T’s 21 Spice Biryani,12.9118200447,77.6823198795,2220,"biryani, andhra",4.1,400,sarjapur road
Falahaar & Kota Kachori,12.9272928,77.6690486,4370,"north indian, rajasthani, fast food, street food, mithai, beverages",3.7,400,bellandur
Just Bake,12.9035099,77.7043036,13,bakery,3.8,400,sarjapur road
Cafe Coffee Day,12.9246370881,77.6743912697,30,"cafe, fast food, coffee, beverages, desserts",3.8,400,bellandur
Samosa Singh,12.9122867128,77.6813760772,440,"street food, fast food, tea, north indian",3.3,400,sarjapur road
Gopaljee Cafe,12.9214747992,77.6719088852,143,"street food, north indian",3.9,400,bellandur
Sri Vishnu Palace,12.9796163353,77.6950221509,189,"north indian, south indian, chinese, beverages, desserts, street food, ice cream, shake",3.9,400,marathahalli
The Meal Plate,12.909348127,77.6876960322,3,north indian,3.8,400,sarjapur road
Hatti Kaapi,12.9201797426,77.6846252382,0,"beverages, fast food",4.0,150,bellandur
New Ambur Biriyani,12.8969084285,77.6751627401,116,"south indian, biryani",3.5,150,sarjapur road
Club Kachori,12.9052137215,77.7046452463,272,"street food, finger food",3.8,150,sarjapur road
Aunt Benett's Homely Sandwiches,12.9135716796,77.6383051649,548,"sandwich, shake",4.3,150,hsr
The Baker's Dozen,12.929158,77.676525,188,"bakery, desserts",3.7,150,bellandur
The Twenty Handmade Chocolates,12.8946772307,77.6608561724,92,desserts,4.0,150,hsr
Pappu Chaiwalla,13.123771,77.630371,5,"north indian, beverages, street food, fast food, shake",3.2,150,yelahanka
Gavran Misal,12.9158007,77.6493159,214,maharashtrian,4.3,150,hsr
Rajasthan Sweets,12.8947595896,77.6613708213,61,street food,3.5,100,hsr
Rampyari Chaiwala Netaji Bhajiawala,12.9119484765,77.682057023,62,"street food, north indian, south indian",4.2,100,sarjapur road
Delite Chaat House,12.9144753028,77.6666912693,79,"street food, gujarati, shake",4.0,100,sarjapur road
Idlis Unlimited,12.9265003917,77.6624963433,664,"south indian, north indian",4.1,100,bellandur
Indian Hotel,12.909049103,77.6962968707,17,biryani,3.9,100,sarjapur road
Here & Now,12.9135615489,77.6383034885,1943,"cafe, continental, burger, sandwich, pancake, shake, beverages, desserts",4.1,100,hsr
Shekhawati Zayka,12.930948,77.704456,44,"north indian, fast food",3.7,100,kadubeesanahalli
Rajtilak Sweets,12.9030842357,77.675903365,39,"mithai, street food",3.6,100,sarjapur road
Skylit,12.9235368108,77.6715833321,287,"north indian, mediterranean, fast food, beverages",-,100,bellandur
Burger Yard,12.9135360588,77.6383028179,139,"cafe, fast food, asian, beverages, shake",4.0,100,hsr
NTR - Nellore Tiffin Room,12.9206082014,77.696263636,60,"south indian, andhra, north indian",3.9,100,kadubeesanahalli
Hokart Mumbai 99 Variety Dosa,12.9076297965,77.6516276971,0,south indian,-,100,hsr
Hokart Sri Kaballama 99 Variety Dosa,12.9196993641,77.651928775,16,south indian,3.4,100,hsr
Magic Charcoal Restaurant,12.9094464944,77.7058897913,0,"north indian, biryani, south indian, fast food, rolls",-,100,sarjapur road
True Kitchen,12.9262925,77.6754645,0,"asian, wraps, pasta, burger, sandwich, fast food, desserts, beverages",-,100,bellandur
Euphoria Bakers,12.912111,77.681,0,desserts,-,100,sarjapur road
M G Foods,12.9263729477,77.6948136091,0,"bakery, desserts",-,100,kadubeesanahalli
Angiie's Cafe,12.9023221133,77.6763087139,42,"chinese, fast food, south indian, beverages, desserts, sichuan",4.1,100,sarjapur road
Ashers Kitchen,12.8938264847,77.678894043,0,"biryani, north indian",-,100,sarjapur road
Lio Naga Chaitanya Kitchen,12.9085716,77.6850175,0,south indian,-,100,sarjapur road
Xpress Poha,12.9128961905,77.6797248423,261,"healthy food, shake",3.5,100,sarjapur road
Middle India,12.9099667623,77.6807246357,33,"north indian, street food",3.5,100,sarjapur road
Mansi Paratha & Pav Bhaji,12.9158906162,77.6515006274,10,"north indian, street food",-,100,hsr
Vyshnavi Pork Stall,12.9142219539,77.6771600974,0,north eastern,-,100,sarjapur road
Insanitea Cafe,12.9087170717,77.6762668043,0,"bengali, fast food",-,100,sarjapur road
The Flying Cup,12.922319213,77.6720899343,269,"fast food, north indian, street food, beverages, shake",3.8,100,bellandur
Sri Ganesh Juice Junction,12.9240701208,77.6741549,12,"juices, fast food, shake",3.8,100,bellandur
Bong Moyra,12.9076650913,77.6490202546,35,"mithai, street food",3.7,100,hsr
Guntur Spice,12.9208744924,77.6451555267,37,"south indian, biryani, andhra, chinese, north indian",3.8,100,koramangala 1st block
Poha On Wheels,12.929022,77.676461,7691,street food,4.4,100,bellandur
Heavenly Desserts,12.9089513891,77.6808426529,19,"desserts, fast food",3.5,100,sarjapur road
Indulge Cupcakes,12.932883,77.697511,21,bakery,4.0,100,kadubeesanahalli
Experiential Baking,12.8917467446,77.6597049267,0,"desserts, bakery",-,100,near sarjapur road
The Mumbai Pav Bhaji,12.9140033773,77.6665920764,0,"street food, fast food",-,100,sarjapur road
Theory Of Omelette,12.9136161239,77.6382994652,183,"fast food, street food, beverages, shake",4.3,100,hsr
New Shiva Sagar,12.9153233023,77.698588483,122,"south indian, chinese",4.0,100,near sarjapur road
Mistaan Sweets And Chaat,12.9088157661,77.6475259289,15,"mithai, street food, north indian, beverages",3.4,100,hsr
Dessert Drama,12.91921539,77.6967665926,29,bakery,-,100,sarjapur road
Chai Garam,12.9355281658,77.6909059659,0,"beverages, fast food, street food, tea, shake",-,100,marathahalli
Voosh Dakshin,12.9264654,77.6603325,15,south indian,4.0,100,bellandur
High On Chai,12.9154661113,77.6990786567,68,"tea, beverages, street food, sandwich, shake",4.0,100,bellandur
Rs Sugarcane Juice,12.9103798386,77.6973576844,11,beverages,4.0,100,sarjapur road
Tasty Buds,12.904889798,77.6846782713,0,"north indian, chinese",-,200,sarjapur road
Relish Cafe,12.9394352964,77.6894924417,14,"north indian, chinese, street food, desserts",-,200,kadubeesanahalli
Home Food,12.8854996643,77.6730093957,0,south indian,-,200,sarjapur road
Meisterwurst,12.9145233092,77.6327774674,14,"fast food, german, burger",4.4,200,hsr
Nandhini Deluxe,12.971774849,77.6009134948,465,"andhra, biryani, south indian, north indian, chinese, mughlai, desserts, beverages",4.1,250,st. marks road
Empire Restaurant,12.9754824414,77.6029315218,4501,"north indian, biryani, kebab, chinese, south indian, mughlai, beverages",4.0,250,church street
McDonald's,12.976021521,77.5982782245,211,"burger, fast food, beverages",4.0,250,mg road
KFC,12.9732998801,77.6075088281,15,"burger, fast food, biryani, desserts, beverages",3.6,250,brigade road
Milano Ice Cream,12.9790132282,77.6440182701,2593,"desserts, ice cream, beverages, shake",4.4,250,indiranagar
Pizza Hut,12.9623252697,77.5991009921,266,"pizza, fast food, desserts, beverages",3.9,300,shanti nagar
Burger King,12.982717119,77.6066054776,743,"burger, fast food, beverages, desserts",3.9,300,commercial street
Nandhana Palace,12.9621305371,77.6419469342,1757,"biryani, andhra, north indian, chinese, mughlai, south indian, desserts, beverages",4.0,300,indiranagar
A2B - Adyar Ananda Bhavan,12.9544136,77.5930683,445,"south indian, street food, north indian, chinese, fast food, beverages, desserts",4.2,300,shanti nagar
Al-Bek,12.9943570457,77.5715818629,1314,"mughlai, arabian, north indian, chinese, seafood",4.1,300,malleshwaram
Five Star Chicken,12.9484542,77.5983711,125,"rolls, fast food",4.0,300,wilson garden
Onesta,12.9333486158,77.6150510833,9640,"pizza, pasta, fast food, sandwich, beverages, desserts",3.6,300,koramangala 5th block
Polar Bear,12.9944367582,77.6155731082,62,"ice cream, beverages, shake",4.5,100,frazer town
Kanti Sweets,12.9854941024,77.5964771211,1244,"mithai, street food",4.5,100,cunningham road
MOJO Pizza - 2X Toppings,12.961168,77.598239,256,"pizza, fast food, desserts, beverages",4.3,100,shanti nagar
Beijing Bites,12.9654981492,77.6013547182,323,"chinese, thai, seafood, healthy food, sichuan",4.2,100,richmond road
Andhra Gunpowder,12.98681,77.579384,337,"andhra, biryani, south indian, desserts, beverages, hyderabadi",4.1,100,seshadripuram
Behrouz Biryani,12.9619021507,77.5943226367,433,"biryani, kebab, hyderabadi, lucknowi",4.3,100,shanti nagar
Paakashala,12.9749423805,77.6079747453,221,"south indian, street food, chinese, fast food, ice cream, beverages",4.1,100,mg road
CakeZone,12.940404,77.625173,2192,"bakery, ice cream",4.1,100,koramangala 6th block
La Pino'z Pizza,12.9469448405,77.5693499297,19,"pizza, italian",3.8,200,basavanagudi
Ovenstory Pizza,12.9618446457,77.5943548232,946,"pizza, fast food",4.0,200,shanti nagar
BOX8 - Desi Meals,12.961168,77.598239,544,"north indian, wraps, fast food, biryani, desserts, beverages",4.3,200,shanti nagar
Hyderabad Biryaani House,12.9664113534,77.6139936224,50,"biryani, north indian, hyderabadi, mughlai, chinese",4.1,200,richmond road
RNR Biryani - Taste Of 1953,12.9621316447,77.6418835259,710,"biryani, south indian, andhra",4.1,200,indiranagar
Subway,12.9727778778,77.6073621958,49,"healthy food, fast food, sandwich, salad, beverages, wraps",3.8,200,brigade road
Faasos - Wraps & Rolls,12.9618965963,77.5943585113,746,"rolls, wraps, fast food",4.0,200,shanti nagar
Sri Udupi Park,12.9730536283,77.6091609523,152,"south indian, chinese, street food, beverages, north indian, shake",4.2,200,residency road
Sri Udupi Food Hub,12.9781372357,77.5797770712,7,"south indian, north indian, chinese, street food, ice cream, desserts, shake, beverages",4.1,200,majestic
FreshMenu,12.964423,77.60589,18493,"continental, healthy food, fast food, burger, sandwich, chinese, pasta, beverages",3.9,250,richmond road
Taco Bell,12.9702176959,77.6101322472,82,"mexican, fast food, wraps, beverages",3.9,250,brigade road
Chicking,12.9809325,77.5629622,651,"fast food, burger, pizza",3.7,250,rajajinagar
