name,lat,long,review,cusine,rating,price,Location
EatFit,12.986283,77.594839,1573,"healthy food, north indian, pizza, burger, pasta, biryani, chinese, beverages",4.1,250,near cunningham road
Grill Biryanis,12.9965876781,77.5634960085,1247,"biryani, north indian, mughlai, chinese, sichuan",3.8,250,malleshwaram
Donne Biriyani House,12.9363454104,77.6148861274,97,"biryani, south indian",4.0,250,koramangala 7th block
Dindigul Thalappakatti,12.974128203,77.6076371223,103,"biryani, north indian, south indian, chinese, seafood, beverages",3.9,250,brigade road
California Burrito,12.987959711,77.5945398957,152,"mexican, fast food, beverages",4.1,250,cunningham road
WOW! Momo,12.975141,77.603971,0,"momos, fast food, tibetan",4.1,250,church street
Hotel Aditya,13.003775026,77.5436265394,651,"biryani, mughlai",4.3,250,rajajinagar
Ambur Star Briyani Since 1890,12.977372482,77.63647791,95,"biryani, chettinad, chinese, north indian",4.2,100,indiranagar
Lassi Shop,12.9889888102,77.6070393249,424,"beverages, fast food, burger, shake, juices, ice cream, desserts",3.9,100,shivajinagar
Biryani Trip - Destination Hyderabad,12.98681,77.579384,133,"biryani, mughlai, hyderabadi",4.0,100,seshadripuram
Anand Sweets and Savouries,13.0007372282,77.6146510988,82,"mithai, street food, beverages, desserts",4.5,100,frazer town
WarmOven Cake & Desserts,12.9922178674,77.5942528993,691,"bakery, desserts, ice cream, shake",3.6,100,vasanth nagar
Kwalitywall's Frozen Dessert And Ice Cream Shop,12.9508243453,77.5955725461,350,"ice cream, desserts",4.6,100,5th cross wilson garden
EasyBites by Empire,12.9754837483,77.6028996706,271,"burger, fast food, beverages",3.7,100,church street
Madurai Idly Shop,12.9360947803,77.6147456467,551,south indian,3.8,100,koramangala 7th block
Wendy's,12.9618838537,77.5943370536,458,"burger, fast food, american",3.7,100,shanti nagar
Chinese Wok,12.99177,77.5712,304,"chinese, momos, sichuan",3.6,100,malleshwaram
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",12.972896,77.607299,784,"beverages, desserts, ice cream, waffle, bakery, healthy food",4.1,100,brigade road
Amma's Pastries,12.9882981707,77.6175733656,152,bakery,4.1,100,ulsoor
Savi Sagar,12.996472684,77.5636794046,219,"north indian, south indian, chinese, sandwich, street food, ice cream, juices, beverages",3.8,100,malleshwaram
Savoury Restaurant,12.9995866513,77.6159539819,1586,"arabian, mughlai, north indian, chinese, fast food, beverages, shake, desserts",4.2,100,frazer town
Meat And Eat,12.9613645634,77.6373611037,75,"burger, sandwich, fast food, wraps, biryani, beverages, desserts",4.0,100,domlur
Bakingo,12.9944153,77.5938201,355,"bakery, desserts",4.3,100,vasanth nagar
Goli Vada Pav No. 1,12.982225753,77.6377955452,2,"street food, burger, fast food, ice cream",3.9,150,indiranagar
Rolls On Wheels,12.9854346426,77.5966199487,84,"north indian, rolls, fast food",4.1,150,cunningham road
Paratha Envy,12.937246,77.624643,1925,north indian,4.3,150,koramangala 6th block
Call Me Chow,12.9440497946,77.6173359901,10427,"chinese, japanese, thai, indonesian, asian",4.2,150,koramangala 8th block
Chowman,12.978673,77.636602,821,"chinese, asian, thai, oriental, seafood, sichuan, beverages, desserts",4.1,150,indiranagar
The Belgian Waffle Co.,12.9889339251,77.5778240338,634,"waffle, pancake, desserts, beverages, ice cream",4.3,150,seshadripuram
New Shanthi Sagar,12.9860380608,77.5544737279,51,"north indian, street food, fast food, south indian, chinese, ice cream, shake",4.1,150,rajajinagar
Baskin Robbins,12.9752155149,77.6039242744,41,"ice cream, desserts",4.4,150,church street
Great Indian Khichdi by EatFit,12.986283,77.594839,417,"healthy food, north indian, ice cream, desserts, beverages",4.1,150,cunningham road
Glen's Bakehouse,12.9698292229,77.5974812731,1501,"bakery, cafe, italian, continental, fast food, beverages, desserts",4.4,150,lavelle road
LunchBox - Meals and Thalis,12.9618750319,77.5943494588,192,north indian,3.7,150,shanti nagar
Sultan - Palace Darbar Restaurant,13.0191186194,77.6187049225,67,"north indian, chinese, arabian, mughlai",3.4,150,nagawara
T’s 21 Spice Biryani,12.967422,77.636655,1910,"biryani, andhra",4.0,150,indiranagar
Theobroma,12.9711914742,77.5976927423,29,"bakery, desserts, beverages",4.3,150,lavelle road
Ghee And Turmeric,12.988495,77.593707,640,north indian,4.3,350,cunningham road
ZAZA 22 Spice Awadhi Biryani,12.961168,77.598239,38,"biryani, mughlai, north indian",4.0,350,shanti nagar
NH1 Bowls - Highway To North,12.961168,77.598239,158,"north indian, biryani, desserts",4.3,350,langford town
Chikpet Donne Biriyani House,12.9921103853,77.5571763888,117,"biryani, andhra, south indian, mughlai",3.8,350,rajajinagar
Sagar Hotel,12.9967281537,77.554176338,1123,"north indian, chinese, street food, fast food, south indian, juices, beverages",4.1,350,rajajinagar
The Biryani Life,12.9618502002,77.5943414122,97,"biryani, kebab, hyderabadi, lucknowi",3.6,350,shanti nagar
Swathi,12.9978983449,77.5501781702,609,"andhra, north indian, chinese, biryani",3.9,350,rajajinagar
Samosa Party,12.9697638784,77.6090308651,16,"street food, tea",4.5,350,near brigade road
Andhra Biryanis,13.0414619874,77.6223731786,452,"biryani, andhra, chinese, north indian, mughlai",4.1,250,nagawara
New Krishna Sagar,12.9802403503,77.6461791247,82,"south indian, north indian, chinese, beverages",3.7,250,indiranagar
Smoor,12.9730939815,77.600335909,95,"cafe, fast food, salad, desserts, beverages",4.0,250,lavelle road
Hyderabad Biryani House,12.9939777578,77.5715154782,445,"north indian, hyderabadi, chinese, biryani, mughlai, desserts, beverages, shake",4.1,250,malleshwaram
The Dessert Heaven - Pure Veg,12.940404,77.625173,101,"desserts, bakery",4.3,250,koramangala 6th block
Kaati Zone Rolls and Wraps,12.9922139471,77.5942770392,315,"rolls, fast food, beverages, wraps, desserts, shake",3.6,250,vasanth nagar
Zomoz - The Momo Company,12.978123,77.638278,882,"momos, fast food",3.9,250,indiranagar
Chai Point,12.9745869133,77.6066111773,205,"tea, beverages, shake, fast food, rolls, desserts, coffee",4.1,250,church street
Ludos Pizza,12.937246,77.624643,210,"pizza, fast food, desserts, beverages",4.0,250,koramangala 6th block
Sree Banashankari Donne Biriyani,12.9887401933,77.5455701351,289,"biryani, south indian",4.1,200,near basaveshwara nagar
The Good Bowl,12.9618884279,77.594377622,172,"north indian, pasta, italian",4.3,200,shanti nagar
Adiga's,12.9740844395,77.5791430514,146,"south indian, north indian, chinese, street food, desserts, ice cream, beverages",3.6,200,majestic
Karnataka Biryani Point,12.9915556593,77.5637310371,33,"biryani, south indian",3.9,200,rajajinagar
Mangalore Kitchen,12.9686046,77.6489186,2,"street food, chinese",3.9,200,jeevan bhima nagar
Mealful Rolls - India's Biggest Rolls,12.961168,77.598239,45,"rolls, fast food, north indian, desserts, beverages",4.0,150,langford town
Sagar,12.9883566498,77.5771397352,271,"north indian, south indian, fast food, street food, chinese, desserts, shake, beverages",3.8,150,seshadripuram
Biggies Burger,12.9754360478,77.6032520458,444,"fast food, burger, beverages",4.1,150,church street
Mad Over Donuts,12.9944560329,77.5941737741,5,"desserts, waffle, beverages",4.3,150,vasanth nagar
New Agarwal Bhavan,13.0036472948,77.5784416124,5,"mithai, street food",4.2,100,sadashiv nagar
Chicken County Deluxe Restaurant,12.9754523836,77.57493563,81,"north indian, chinese, mughlai, seafood, fast food, biryani, beverages",4.1,100,majestic
Chaayos Chai+Snacks=Relax,12.9885099,77.5938782,76,"tea, beverages",4.1,100,cunningham road
Cupcake Bliss Cakes & Desserts,12.9922371423,77.5942679867,141,"bakery, desserts",3.5,100,vasanth nagar
Yumlane Pizza,12.93470566,77.61609344,21,"pizza, fast food, desserts, beverages",3.5,100,koramangala 5th block
Starbucks Coffee,12.9711217345,77.5981055573,85,"cafe, beverages, desserts",3.8,100,lavelle road
Ayodhya Vihar Pure Veg,12.9685899607,77.6490963623,40,"north indian, chinese, south indian, beverages, desserts, juices, ice cream, shake",4.1,100,jeevan bhima nagar
Vishnu Garden,13.0200829114,77.5923914462,241,"south indian, north indian, chinese, fast food, street food, ice cream, beverages, shake",4.2,100,rt nagar
LeanCrust Pizza- ThinCrust Experts,12.961168,77.598239,26,"pizza, fast food, beverages",4.0,100,langford town
Momo Zone - The Momo Company,12.9923485447,77.5942361355,182,"chinese, tibetan",3.7,100,vasanth nagar
Chetty's Corner,13.0229950376,77.5921879336,648,"fast food, sandwich, pizza, burger, street food, beverages",3.8,100,rt nagar
Just Shawarma,12.9697792344,77.6387323067,598,"lebanese, fast food, beverages",4.0,100,indiranagar
Rajdhani,12.9915481453,77.5705411658,694,"gujarati, north indian, rajasthani",3.9,100,malleshwaram
IDC Kitchen,12.9642363211,77.6398950443,18,south indian,3.9,100,indiranagar
Sweet Truth - Cake and Desserts,12.9618887547,77.5943823159,43,"desserts, bakery",3.6,100,shanti nagar
1947,13.005654071,77.5690495219,1145,"north indian, chinese, beverages, desserts",3.9,100,malleshwaram
Auntie Fung's,12.962023,77.641636,1512,"asian, thai, vietnamese, japanese, indonesian, chinese, korean, burmese",3.9,100,indiranagar
Donne Biryani Angadi Mane,13.006183,77.578935,51,"biryani, south indian",3.7,100,sadashiv nagar
NH8,12.9732016317,77.6468081027,3403,"rajasthani, north indian",3.6,100,indiranagar
Rajanna Military Hotel,12.9885774977,77.5481014699,69,south indian,4.0,100,rajajinagar
Itminaan Matka Biryani - Slow Cooked,12.961168,77.598239,8,"biryani, north indian, desserts",3.9,100,shanti nagar
Sreeraj Lassi Bar,12.960001537,77.5979556888,78,"beverages, shake, ice cream, desserts",4.5,100,shanti nagar
Pure Veg Meals By LunchBox,12.9621690915,77.5943491235,18,north indian,3.8,100,shanti nagar
Raidan Restaurant,13.0204500574,77.5933017151,16,"north indian, arabian, chinese, lebanese, sichuan",4.0,100,rt nagar
Pasta Street,12.988268597,77.5938307,3674,"pasta, pizza, italian, european, salad, desserts, beverages",4.2,150,cunningham road
Cafe Grill,12.9687363331,77.6486776024,415,"chinese, north indian, rolls",4.1,150,jeevan bhima nagar
Asha Food Camp,13.0011619145,77.5721810013,584,"south indian, chinese, north indian, fast food, beverages, ice cream, desserts",4.3,150,malleshwaram
The Dessert Zone,12.9922217878,77.5945016742,163,"desserts, bakery",3.8,150,vasanth nagar
Khan Saheb Grills And Rolls,12.9825349408,77.6107889861,1322,"north indian, rolls, kebab, mughlai, biryani, beverages",3.5,150,commercial street
Toscano,12.971351746,77.5959198922,2072,"italian, pizza, salad, continental, desserts, beverages, seafood",3.9,150,near lavelle road
Just Bake,12.9885072576,77.5772510469,17,bakery,4.3,150,seshadripuram
Punjabi Dhaba,12.9669504527,77.6409813389,12,"north indian, mughlai, chinese",3.4,150,indiranagar
Upahara Darshini,12.932899306,77.584332414,432,"south indian, north indian, fast food, street food, ice cream, beverages, chinese",4.1,150,jayanagar
Apsara Ice Creams,12.9362796,77.615514,283,"ice cream, desserts",4.7,150,koramangala 5th block
Bhartiya Jalpan,12.9686383159,77.6415677369,1663,"north indian, street food, rajasthani, bengali, mithai, beverages, desserts",3.9,200,indiranagar
Hari Super Sandwich,12.988782,77.57753,0,"sandwich, pizza, fast food, street food",3.9,200,seshadripuram
XO Belgian Waffle,12.9343384018,77.616025731,785,"desserts, beverages, waffle, shake",4.3,200,koramangala 5th block
Sangam Sweets,12.9769379537,77.578012459,129,"mithai, street food, fast food",4.0,250,majestic
Paris Panini - Gourmet Sandwiches,12.9702794464,77.6444725692,281,"french, continental, sandwich, desserts, beverages",4.2,250,indiranagar
Chaatimes,13.0004807585,77.6153977146,413,"street food, beverages",3.5,250,frazer town
Peetuk,12.959342,77.638435,2228,"bengali, biryani, rolls",4.0,250,domlur
Andhra Ruchulu,12.933510694,77.583613582,1107,"andhra, biryani, north indian, chinese",4.3,250,jayanagar
Empire Juices and Desserts,12.9753916146,77.6024312899,201,"juices, beverages, shake, ice cream",4.3,250,church street
Shawarma Time,13.0075115414,77.5944483653,35,"lebanese, rolls, fast food",4.0,300,rt nagar
Biryani Canteen,12.9987411928,77.5569634885,1485,"biryani, north indian, chinese",4.2,300,rajajinagar
Cafe Coffee Day,12.9714666,77.5942005,0,"cafe, fast food, coffee, beverages, desserts",3.8,300,lavelle road
Momo Monk,12.98681,77.579384,75,"momos, desserts, beverages",4.2,150,seshadripuram
Belgian Waffle Factory,12.978361,77.637666,202,"desserts, waffle",4.2,150,indiranagar
Bombay Kulfi,12.9571654559,77.587117888,1506,"ice cream, desserts",4.3,150,shanti nagar
Indiana Burgers,12.9922214611,77.5942632928,186,"burger, rolls, beverages, desserts, shake",3.7,150,vasanth nagar
Sukh Sagar,12.9767500934,77.5779353455,276,"chinese, street food, fast food, desserts, beverages, shake, sichuan",4.0,150,majestic
Jalpaan,12.9702745,77.6391824,21,"north indian, italian, street food, desserts, beverages",4.0,300,indiranagar
Third Wave Coffee,12.971989,77.59812355,173,"cafe, coffee, fast food, beverages",4.1,300,lavelle road
Flavors Of North,12.9951022255,77.5525170565,681,"north indian, biryani, sichuan, street food",3.7,300,rajajinagar
TrueCakes,12.956318,77.637447,48,"bakery, desserts",4.0,300,domlur
Kwality Wall’s Frozen Dessert and Ice Cream Shop,13.021859,77.61765022,1093,"ice cream, desserts",4.5,300,2nd a cross nagawara
The Purple Pan,12.9987392327,77.5569286197,420,"north indian, mughlai, sichuan, chinese, beverages, desserts",4.2,300,rajajinagar
Home Plate by EatFit,12.9404117818,77.6251965854,104,"north indian, beverages",3.6,300,koramangala 6th block
Bombay Bitess,12.995968961,77.5539693657,5,"south indian, north indian, chinese, street food, beverages, fast food",3.5,300,rajaji nagar
Calcutta Victoria Chat House,12.9686213262,77.6494447142,281,"north indian, street food, desserts, beverages",3.6,300,jeevan bhima nagar
Antarastriya,12.9982848139,77.5707741827,411,"pizza, fast food, chinese, beverages, shake, italian, mexican, juices",3.7,150,malleshwaram
Punjabi Dhaba,12.9791236564,77.5768788904,98,"north indian, chinese, mughlai",4.3,150,majestic
Sattvam,13.0058324358,77.5808408484,2444,"north indian, south indian",3.8,150,sadashiv nagar
Green Pepper,12.9690628426,77.6489174574,341,"kerala, biryani, north indian, south indian, seafood, chinese, sichuan",3.9,150,jeevan bhima nagar
Firangi Bake,12.9619648835,77.5944356248,47,"italian, mexican",3.7,150,shanti nagar
Snack House,12.98676138,77.57955252,18,"fast food, momos",3.7,300,seshadripuram
Friendly Neighbourhood Pizza - Man,12.9490095824,77.5775336847,20,"pizza, italian, ice cream, shake",4.3,300,basavanagudi
Donne Biriyani Mane,12.9800998654,77.6462981477,181,"biryani, south indian",4.0,300,indiranagar
Kulfi Shulfi- Kulfis and Ice Cream,12.948559,77.601332,164,"ice cream, desserts",4.6,300,wilson garden
Fresh Bites,12.9742330791,77.635952197,840,"north indian, chinese",3.9,300,indiranagar
Basaveshwar Khanavali,12.9993174639,77.5722480565,16,south indian,4.0,300,malleshwaram
Bangalore Mandarin,12.9776622761,77.6364222541,1095,"chinese, seafood, sichuan",4.1,300,indiranagar
Mumbai Xpress,12.9490291874,77.5742992759,13,"fast food, chinese, street food, beverages, sichuan",3.8,200,basavanagudi
Gandhinagar Donne Biriyani,12.9780647855,77.577203773,6,"biryani, north indian",3.9,200,majestic
Dum Safar Biryani,12.9831,77.5596,110,"biryani, kebab, north indian, bbq, desserts, beverages",4.3,200,rajajinagar
Habibi Falafel,12.9690375726,77.6360789314,160,"arabian, fast food, beverages, desserts",4.1,200,indiranagar
Sai Cafe Veg,13.0009799528,77.5722011179,63,"street food, south indian, chinese, beverages, sichuan",4.0,200,malleshwaram
G 's Chinese Dragon,12.9892926387,77.5759830326,1419,"chinese, momos",3.5,150,seshadripuram
FB Café By Frozen Bottle,12.972896,77.607299,12,bakery,3.6,150,shivajinagar
Shawarma 21,12.9933759924,77.56331563,10,"lebanese, fast food",3.7,150,rajajinagar
Rang De Basanti Dhaba,12.9655037036,77.6380416378,1045,"north indian, seafood, mughlai, desserts",4.0,150,domlur
Chikpet Donne Biriyani House,12.9979091255,77.5814852491,6,"south indian, biryani",4.1,150,seshadripuram
Four Seasons Fast Food Center,13.0082994757,77.5707336143,105,"biryani, kebab, south indian",3.4,150,malleshwaram
Shawarma Grill House,12.9924831422,77.5567924976,71,"chinese, biryani, mughlai, north indian, shake, sichuan",4.1,150,rajajinagar
Mini Samrat Chalukya,12.9929568465,77.5954471529,18,"south indian, north indian, chinese",3.9,150,vasanth nagar
La Heaven,13.0073560449,77.5711822137,142,"bakery, desserts",4.3,150,malleshwaram
Kanti Bakes & Flakes,13.0251434233,77.6035745814,499,"bakery, desserts, mithai",4.3,150,rt nagar
Rolls & Bowls Company,12.97158,77.64706,22,"rolls, north indian, chinese, fast food, sichuan",3.4,150,indiranagar
Lassi Shop,12.974560776,77.6141156629,351,"beverages, fast food, burger, shake, juices, ice cream, desserts",4.1,150,mg road
Subway,12.9718094813,77.5961988419,135,"healthy food, fast food, sandwich, salad, beverages, wraps",3.7,150,lavelle road
T’s 21 Spice Biryani,12.9879838867,77.5940738618,776,"biryani, andhra",4.0,150,cunningham road
Kwality Wall’s Frozen Dessert and Ice Cream Shop,12.964496,77.613767,22,"ice cream, desserts",4.0,150,richmond road
Hari Super Sandwich,12.9705985347,77.6066276712,14,"fast food, sandwich, street food",3.6,150,brigade road
Falahaar & Kota Kachori,12.9653669,77.6380308,4111,"north indian, rajasthani, fast food, street food, mithai, beverages",4.1,150,indiranagar
